round,region,country,country_in_filter,year,status,dataset.status,dataset.url,archive,extra_info,report_url
MICS4,West and Central Africa,Togo,Togo,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Togo/2010/Datasets/Togo%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Togo/2010/Final/Togo%202010%20MICS_French.zip
MICS5,East Asia and the Pacific,Mongolia (Khuvsgul Aimag),Mongolia,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Khuvsgul%20Aimag%29/2016/Datasets/Mongolia%20%28Khuvsgul%20Aimag%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Khuvsgul%20Aimag%29/2016/Final/Mongolia%202016%20MICS-CDS%20%28Khuvsgul%20Province%29_English.pdf
MICS5,East Asia and the Pacific,Mongolia (Nalaikh District),Mongolia,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Nalaikh%20District%29/2016/Datasets/Mongolia%20%28Nalaikh%20District%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Nalaikh%20District%29/2016/Final/Mongolia%202016%20MICS-CDS%20%28Nalaikh%20District%29_English.pdf
MICS5,East Asia and the Pacific,Mongolia,Mongolia,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia/2013-2014/Datasets/Mongolia_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Mongolia/2013-2014/Final/Mongolia%202013-14%20MICS-SISS_English.pdf
MICS5,East Asia and the Pacific,Thailand (14 Provinces),Thailand,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand%20%2814%20Provinces%29/2016/Datasets/Thailand_14_Provinces_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand%20%2814%20Provinces%29/2016/Final/Thailand%202015-16%20MICS%20%2814%20Provinces%29_English.pdf
MICS5,East Asia and the Pacific,Thailand (Bangkok Small Community),Thailand,2015-2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand%20%28Bangkok%20Small%20Community%29/2015-2016/Datasets/Thailand%20Bangkok_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand%20%28Bangkok%20Small%20Community%29/2015-2016/Final/Bangkok%20Small%20Community%20MICS%20_English.pdf
MICS5,East Asia and the Pacific,Thailand,Thailand,2015-2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand/2015-2016/Datasets/Thailand_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Thailand/2015-2016/Final/Thailand%202015-16%20MICS_English.pdf.pdf
MICS5,East Asia and the Pacific,Viet Nam,Viet Nam,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2013-2014/Datasets/Viet%20Nam%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2013-2014/Final/Viet%20Nam%202013-14%20MICS_English.pdf
MICS5,Eastern and Southern Africa,Eswatini,Eswatini,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Eswatini/2014/Datasets/Swaziland_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Eswatini/2014/Final/Swaziland%202014%20MICS%20Final%20Report_English.pdf
MICS5,Eastern and Southern Africa,Kenya (Bungoma County),Kenya,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Bungoma%20County%29/2013-2014/Datasets/Kenya%20%28Bungoma%20County%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Bungoma%20County%29/2013-2014/Final/Kenya%20%28Bungoma%20County%29%202013-14%20MICS_English.pdf
MICS5,Eastern and Southern Africa,Kenya (Kakamega County),Kenya,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Kakamega%20County%29/2013-2014/Datasets/Kenya%20%28Kakamega%20County%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Kakamega%20County%29/2013-2014/Final/Kenya%20%28Kakamega%20County%29%202013-14%20MICS_English.pdf
MICS5,Eastern and Southern Africa,Kenya (Turkana County),Kenya,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Turkana%20County%29/2013-2014/Datasets/Kenya%20%28Turkana%20County%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Kenya%20%28Turkana%20County%29/2013-2014/Final/Kenya%20%28Turkana%20County%29%202013-14%20MICS_English.pdf
MICS5,Eastern and Southern Africa,Malawi,Malawi,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Malawi/2013-2014/Datasets/Malawi%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Malawi/2013-2014/Final/Malawi%202013-14%20MICS%20%28MDG%20Endline%20Survey%29_English.pdf
MICS5,Eastern and Southern Africa,Zimbabwe,Zimbabwe,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Zimbabwe/2014/Datasets/Zimbabwe%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Eastern%20and%20Southern%20Africa/Zimbabwe/2014/Final/Zimbabwe%202014%20MICS_English.pdf
MICS5,Europe and Central Asia,Kazakhstan,Kazakhstan,2015,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kazakhstan/2015/Datasets/Kazakhstan_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kazakhstan/2015/Final/Kazakhstan%202015%20MICS_English.pdf
MICS5,Europe and Central Asia,"Kosovo under UNSC res. 1244 (Roma, Ashkali, and Egyptian Communities)",Kosovo under UNSC res. 1244,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kosovo%20under%20UNSC%20res.%201244%20%28Roma%2C%20Ashkali%2C%20and%20Egyptian%20Communities%29/2013-2014/Datasets/Kosovo%20%28UNSCR%201244%29%20%28Roma%2C%20Ashkali%2C%20and%20Egyptian%20Communities%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kosovo%20under%20UNSC%20res.%201244%20%28Roma%2C%20Ashkali%2C%20and%20Egyptian%20Communities%29/2013-2014/Final/Kosovo%20%28UNSCR%201244%29%20%28Roma%2C%20Ashkali%2C%20and%20Egyptian%20Communities%29%202013-14%20MICS_English.pdf
MICS5,Europe and Central Asia,Kosovo under UNSC res. 1244,Kosovo under UNSC res. 1244,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kosovo%20under%20UNSC%20res.%201244/2013-2014/Datasets/Kosovo%20%28UNSCR%201244%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kosovo%20under%20UNSC%20res.%201244/2013-2014/Final/Kosovo%20%28UNSCR%201244%29%202013-14%20MICS_English.pdf
MICS5,Europe and Central Asia,Kyrgyzstan,Kyrgyzstan,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kyrgyzstan/2014/Datasets/Kyrgyzstan%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Kyrgyzstan/2014/Final/Kyrgyzstan%202014%20MICS_English.pdf
MICS5,Europe and Central Asia,Montenegro (Roma Settlements),Montenegro,2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Montenegro%20%28Roma%20Settlements%29/2013/Datasets/Montenegro%20%28Roma%20Settlements%29%202013%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Montenegro%20%28Roma%20Settlements%29/2013/Final/Montenegro%20%28National%20and%20Roma%20Settlements%29%202013%20MICS_English.pdf
MICS5,Europe and Central Asia,Montenegro,Montenegro,2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Montenegro/2013/Datasets/Montenegro%202013%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Montenegro/2013/Final/Montenegro%20%28National%20and%20Roma%20Settlements%29%202013%20MICS_English.pdf
MICS5,Europe and Central Asia,Serbia (Roma Settlements),Serbia,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Serbia%20%28Roma%20Settlements%29/2014/Datasets/Serbia%20%28Roma%20Settlements%29%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Serbia%20%28Roma%20Settlements%29/2014/Final/Serbia%20%28National%20and%20Roma%20Settlements%29%202014%20MICS_English.pdf
MICS5,Europe and Central Asia,Serbia,Serbia,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Serbia/2014/Datasets/Serbia%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Serbia/2014/Final/Serbia%20%28National%20and%20Roma%20Settlements%29%202014%20MICS_English.pdf
MICS5,Europe and Central Asia,Turkmenistan,Turkmenistan,2015-2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Turkmenistan/2015-2016/Datasets/Turkmenistan_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Europe%20and%20Central%20Asia/Turkmenistan/2015-2016/Final/Turkmenistan%202015-2016%20MICS_English.pdf
MICS5,Latin America and Caribbean,Belize,Belize,2015-2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Belize/2015-2016/Datasets/Belize_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Belize/2015-2016/Final/Belize%202015-16%20MICS_English.pdf
MICS5,Latin America and Caribbean,Cuba,Cuba,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Cuba/2014/Datasets/Cuba%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Cuba/2014/Final/Cuba%202014%20MICS_Spanish.pdf
MICS5,Latin America and Caribbean,Dominican Republic,Dominican Republic,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Dominican%20Republic/2014/Datasets/Dominican%20Republic_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Dominican%20Republic/2014/Final/Dominican%20Republic%202014%20MICS_Spanish.pdf
MICS5,Latin America and Caribbean,El Salvador,El Salvador,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/El%20Salvador/2014/Datasets/El%20Salvador_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/El%20Salvador/2014/Final/El%20Salvador%202014%20MICS%20Final%20Report_Spanish.PDF
MICS5,Latin America and Caribbean,Guyana,Guyana,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Guyana/2014/Datasets/Guyana_MICS%202014_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Guyana/2014/Final/Guyana%202014%20MICS_English.pdf
MICS5,Latin America and Caribbean,Mexico,Mexico,2015,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Mexico/2015/Datasets/Mexico_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Mexico/2015/Final/Mexico%202015%20MICS_Spanish.pdf
MICS5,Latin America and Caribbean,Panama,Panama,2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Panama/2013/Datasets/Panama%202013%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Panama/2013/Key%20findings/Panama%202013%20MICS%20KFR_Spanish.pdf
MICS5,Latin America and Caribbean,Paraguay,Paraguay,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Paraguay/2016/Datasets/Paraguay_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Latin%20America%20and%20Caribbean/Paraguay/2016/Final/Paraguay%202016%20MICS_Spanish.pdf
MICS5,Middle East and North Africa,Egypt (Sub-national),Egypt,2013-2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/Egypt%20%28Sub-national%29/2013-2014/Datasets/Egypt%20%28Sub-national%29%202013-14%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/Egypt%20%28Sub-national%29/2013-2014/Final/Egypt%20%28Sub-national%29%202013-14%20MICS_English.pdf
MICS5,Middle East and North Africa,State of Palestine,State of Palestine,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/State%20of%20Palestine/2014/Datasets/State%20of%20Palestine%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/State%20of%20Palestine/2014/Final/State%20of%20Palestine%202014%20MICS_English.pdf
MICS5,Middle East and North Africa,Sudan,Sudan,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/Sudan/2014/Datasets/Sudan_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/Middle%20East%20and%20North%20Africa/Sudan/2014/Final/Sudan%202014%20MICS_English.pdf
MICS5,South Asia,Bangladesh,Bangladesh,2012-2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Bangladesh/2012-2013/Datasets/Bangladesh%202012-13%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Bangladesh/2012-2013/Final/Bangladesh%202012-13%20MICS_English.pdf
MICS5,South Asia,Nepal,Nepal,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Nepal/2014/Datasets/Nepal%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Nepal/2014/Final/Nepal%202014%20MICS_English.pdf
MICS5,South Asia,Pakistan (Gilgit-Baltistan),Pakistan,2016-2017,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Gilgit-Baltistan%29/2016-2017/Datasets/Pakistan%20%28Gilgit%20Baltistan%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Gilgit-Baltistan%29/2016-2017/Final/Pakistan%202016-17%20MICS%20%28Gilgit-Baltistan%29_English.pdf
MICS5,South Asia,Pakistan (Khyber Pakhtunkhwa),Pakistan,2016-2017,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Khyber%20Pakhtunkhwa%29/2016-2017/Datasets/Pakistan_%28Khyber_Pakhtunkhwa%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Khyber%20Pakhtunkhwa%29/2016-2017/Final/Pakistan%202016-17%20MICS%20%28Khyber%20Pakhtunkhwa%29%20Final%20Report_English.pdf
MICS5,South Asia,Pakistan (Punjab),Pakistan,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Punjab%29/2014/Datasets/Pakistan%20%28Punjab%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Punjab%29/2014/Final/Pakistan%20%28Punjab%29%202014%20MICS_English.pdf
MICS5,South Asia,Pakistan (Sindh),Pakistan,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Sindh%29/2014/Datasets/Pakistan%20%28Sindh%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/South%20Asia/Pakistan%20%28Sindh%29/2014/Final/Pakistan%20%28Sindh%29%202014%20MICS_English.pdf
MICS5,West and Central Africa,Benin,Benin,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Benin/2014/Datasets/Benin_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Benin/2014/Final/Benin%202014%20MICS%20FR_French.pdf
MICS5,West and Central Africa,Cameroon,Cameroon,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Cameroon/2014/Datasets/Cameroon_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Cameroon/2014/Final/Cameroon%202014%20MICS_French.pdf
MICS5,West and Central Africa,Congo,Congo,2014-2015,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Congo/2014-2015/Datasets/Congo_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Congo/2014-2015/Final/Congo%202014-15%20MICS_French.pdf
MICS5,West and Central Africa,Côte d'Ivoire,Côte d'Ivoire,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/C%C3%B4te%20d%27Ivoire/2016/Datasets/C%C3%B4te%20d%27Ivoire_MICS5Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/C%C3%B4te%20d%27Ivoire/2016/Final/Cote%20d%27Ivoire%202016%20MICS_French.pdf
MICS5,West and Central Africa,Guinea-Bissau,Guinea-Bissau,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Guinea-Bissau/2014/Datasets/Guinea%20Bissau_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Guinea-Bissau/2014/Final/Guinea-Bissau%202014%20MICS%20Final%20Report_Portuguese.pdf
MICS5,West and Central Africa,Guinea,Guinea,2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Guinea/2016/Datasets/Guinea_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Guinea/2016/Final/Guinea%202016%20MICS_French.pdf
MICS5,West and Central Africa,Mali,Mali,2015,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Mali/2015/Datasets/Mali_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Mali/2015/Final/Mali%202015%20MICS_French.zip
MICS5,West and Central Africa,Mauritania,Mauritania,2015,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Mauritania/2015/Datasets/Mauritania_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Mauritania/2015/Final/Mauritania%202015%20MICS_French.pdf
MICS5,West and Central Africa,Nigeria,Nigeria,2016-2017,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Nigeria/2016-2017/Datasets/Nigeria%20MICS5%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Nigeria/2016-2017/Final/Nigeria%202016-17%20MICS_English.zip
MICS5,West and Central Africa,Sao Tome and Principe,Sao Tome and Principe,2014,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Sao%20Tome%20and%20Principe/2014/Datasets/Sao%20Tome%20and%20Principe%202014%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Sao%20Tome%20and%20Principe/2014/Biomarker/Sao%20Tome%20and%20Principe%202014%20MICS%20Biomarker%20Report_Portuguese.pdf
MICS5,West and Central Africa,Senegal (Dakar City),Senegal,2015-2016,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Senegal%20%28Dakar%20City%29/2015-2016/Datasets/Senegal%20%28Dakar%29_MICS5_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS5/West%20and%20Central%20Africa/Senegal%20%28Dakar%20City%29/2015-2016/Final/Senegal%20%28Dakar%29%202015-16%20MICS_French.pdf
MICS6,East Asia and the Pacific,Kiribati,Kiribati,2018-2019,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Kiribati/2018-2019/Datasets/Kiribati%20MICS6%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Kiribati/2018-2019/Snapshots/Kiribati%20MICS%20KSDIS%202018-19%20Statistical%20Snapshots_English.pdf
MICS6,East Asia and the Pacific,Lao People's Democratic Republic,Lao People's Democratic Republic,2017,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Lao%20People%27s%20Democratic%20Republic/2017/Datasets/Lao%20PDR%20MICS6%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Lao%20People%27s%20Democratic%20Republic/2017/Survey%20findings/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
MICS6,East Asia and the Pacific,Mongolia,Mongolia,2018,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Mongolia/2018/Datasets/Mongolia%20MICS%202018%20SPSS%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Mongolia/2018/Infographic/SISS2018_Infographic_English.pdf
MICS6,East Asia and the Pacific,Thailand,Thailand,2019,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Thailand/2019/Datasets/Thailand%20MICS6%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Thailand/2019/Key%20indicators/Thailand%202019%20MICS%20Summary%20of%20Key%20Indicators_English.pdf
MICS6,East Asia and the Pacific,Tonga,Tonga,2019,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Tonga/2019/Datasets/Tonga%20MICS6%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/East%20Asia%20and%20the%20Pacific/Tonga/2019/Preliminary/Tonga%202019%20MICS%20Fact%20Sheet%20Preliminary%20Results.pdf
MICS6,Eastern and Southern Africa,Lesotho,Lesotho,2018,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Lesotho/2018/Datasets/Lesotho_MICS6_datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Lesotho/2018/Snapshots/Lesotho%202018%20MICS%20Statistical%20Snapshots_English.pdf
MICS6,Eastern and Southern Africa,Madagascar,Madagascar,2018,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Madagascar/2018/Datasets/Madagascar%20MICS6%20SPSS%20dataset.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Madagascar/2018/Executive%20summary/Madagascar%202018%20MICS%20Executive%20Summary_English.pdf
MICS6,Eastern and Southern Africa,Zimbabwe,Zimbabwe,2019,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Zimbabwe/2019/Datasets/Zimbabwe%20MICS6%20SPSS%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Eastern%20and%20Southern%20Africa/Zimbabwe/2019/Snapshots/Zimbabwe%202019%20MICS%20Snapshots%20of%20Key%20Findings_English.pdf
MICS6,Europe and Central Asia,Georgia,Georgia,2018,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Europe%20and%20Central%20Asia/Georgia/2018/Datasets/Georgia%20MICS6%20SPSS%20Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS6/Europe%20and%20Central%20Asia/Georgia/2018/Snapshots/Georgia%20MICS%202018%20Statistical%20Snapshots_English.zip
